planet_name;number_of_stars;orbital_period;orbit_semi_major_axis;planet_radius;Inclination;eccentricity;insolation_flux;Radial_Velocity_Amplitude;planet_temperature;star_temperature;star_radius;star_mass
Kepler-107 d;1;7.95830216;0.081300;1.070;89.380;0.000000;315.94;;1075;5851.00;1.41;1.14
Kepler-107 d;1;7.95839000;0.083770;860;87.550;0.110000;315.00;2.100;1173;5854.00;1.45;1.24
Kepler-107 d;1;7.95792000;0.083000;1.080;79.070;0.000000;;;991;5949.00;1.18;1.18
Kepler-107 d;1;7.95830216;0.081300;1.070;89.380;0.000000;315.94;;1075;5851.00;1.41;1.14
Kepler-107 d;1;7.95830216;;1.090;;;;;;5886.00;1.42;1.16
Kepler-107 e;1;14.74910200;0.125000;2.930;83.080;0.000000;;;807;5949.00;1.18;1.18
Kepler-107 e;1;14.74914250;;;;;;;;5805.00;1.50;1.04
Kepler-107 e;1;14.74921033;;;;;;;;5805.00;1.50;1.04
Kepler-107 e;1;14.74917600;;2.920;;0.020000;;;;5805.00;1.50;1.04
Kepler-107 e;1;14.74913518;0.122700;3.070;87.090;0.000000;138.71;;875;5851.00;1.41;1.14
Kepler-107 e;1;14.74913518;0.122700;3.070;87.090;0.000000;138.71;;875;5851.00;1.41;1.14
Kepler-107 e;1;14.74914300;0.126390;2.903;89.670;0.000000;;1.950;955;5854.00;1.45;1.24
Kepler-107 e;1;14.74913518;;3.100;;;;;;5886.00;1.42;1.16
Kepler-107 e;1;14.74914825;;;;;;;;5805.00;1.50;1.04
Kepler-107 e;1;14.74904900;0.123000;3.450;;;;;;5851.00;1.41;
Kepler-107 e;1;14.74914825;0.122100;2.890;89.470;0.000000;137.91;;874;5847.00;1.40;1.11
Kepler-107 e;1;14.74913518;0.125660;3.126;;;139.20;;;5866.00;1.44;1.22
Kepler-107 e;1;14.74914300;0.126380;2.903;89.670;0.100000;138.70;3.220;955;5854.00;1.45;1.24
Kepler-107 e;1;;;3.006;;;151.94;;;5866.00;1.46;
Kepler-107 e;1;14.74913518;0.122700;3.070;87.090;0.000000;138.71;;875;5851.00;1.41;1.14
Kepler-1070 b;1;6.22156151;;;;;;;;6154.96;1.22;1.17
Kepler-1070 b;1;6.22163200;0.071000;1.720;87.660;0.000000;;;1218;6582.00;1.25;1.23
Kepler-1070 b;1;;;1.760;;;380.13;;;6090.00;1.22;
Kepler-1070 b;1;6.22161470;0.070800;1.790;89.380;0.000000;626.21;;1276;6616.00;1.35;1.23
Kepler-1070 b;1;6.22161107;;;;;;;;6154.96;1.22;1.17
Kepler-1070 b;1;6.22161470;;1.730;;;;;;6261.00;1.32;1.21
Kepler-1070 b;1;6.22161470;0.070800;1.790;89.380;0.000000;626.21;;1276;6616.00;1.35;1.23
Kepler-1070 b;1;6.22160003;;;;;;;;6154.96;1.22;1.17
Kepler-1070 b;1;6.22161470;0.067530;1.572;;;382.90;;;6090.00;1.19;1.06
Kepler-1070 b;1;6.22161470;0.070800;1.790;89.380;0.000000;626.21;;1276;6616.00;1.35;1.23
Kepler-1070 b;1;6.22161107;0.069300;1.590;83.970;0.000000;348.15;;1101;6277.00;1.10;1.15
Kepler-1071 b;1;6.17998440;;2.380;;;;;;5215.00;0.81;0.86
Kepler-1071 b;1;6.17998440;0.053300;1.470;88.240;0.000000;45.12;;661;4932.00;0.49;0.53
Kepler-1071 b;1;6.17998440;0.053300;1.470;88.240;0.000000;45.12;;661;4932.00;0.49;0.53
Kepler-1071 b;1;;;2.425;;;137.93;;;5167.00;0.90;
Kepler-1071 b;1;6.17998508;;;;;;;;5221.46;0.85;0.89
Kepler-1071 b;1;6.17999328;;;;;;;;5221.46;0.85;0.89
Kepler-1071 b;1;6.18000073;;;;;;;;5221.46;0.85;0.89
Kepler-1071 b;1;6.17998440;0.062900;2.632;;;125.60;;;5167.00;0.88;0.87
Kepler-1071 b;1;6.17998508;0.061500;2.120;89.560;0.000000;104.06;;814;5149.00;0.79;0.81
Kepler-1071 b;1;6.18001300;0.061000;1.740;89.950;0.000000;;;775;5153.00;0.71;0.81
Kepler-1071 b;1;6.17998440;0.053300;1.470;88.240;0.000000;45.12;;661;4932.00;0.49;0.53
Kepler-1072 b;1;1.56906660;0.026900;1.680;88.730;0.000000;2763.39;;1849;5821.00;1.40;1.05
Kepler-1072 b;1;;;1.627;;;2944.00;;;6004.00;1.35;
Kepler-1072 b;1;1.56906060;;;;;;;;5794.96;1.51;1.04
Kepler-1072 b;1;1.56906660;;;;;;;;5794.96;1.51;1.04
Kepler-1072 b;1;1.56906650;0.028200;1.400;88.240;0.000000;2355.10;;1777;6343.00;1.14;1.21
Kepler-1072 b;1;1.56906650;0.028200;1.400;88.240;0.000000;2355.10;;1777;6343.00;1.14;1.21
Kepler-1072 b;1;1.56906650;;1.580;;;;;;6199.00;1.32;1.20
Kepler-1072 b;1;1.56906650;0.027420;1.630;;;2698.90;;;6004.00;1.32;1.12
Kepler-1072 b;1;1.56906000;0.028000;1.350;76.200;0.000000;;;1713;6292.00;1.07;1.13
Kepler-1072 b;1;1.56906650;0.028200;1.400;88.240;0.000000;2355.10;;1777;6343.00;1.14;1.21
Kepler-1073 b;1;8.67890200;0.082000;2.110;87.090;0.000000;;;819;5747.00;0.86;0.96
Kepler-1073 b;1;8.67888593;;2.300;;;;;;5792.00;1.00;1.00
Kepler-1073 b;1;8.67888593;0.080200;1.950;89.950;0.000000;104.88;;816;5741.00;0.83;0.91
Kepler-1073 b;1;8.67888113;;;;;;;;5774.00;0.99;1.03
Kepler-1073 b;1;8.67888593;0.080200;1.950;89.950;0.000000;104.88;;816;5741.00;0.83;0.91
Kepler-1073 b;1;8.67888742;;;;;;;;5774.00;0.99;1.03
Kepler-1073 b;1;8.67890312;;;;;;;;5774.00;0.99;1.03
Kepler-1073 b;1;8.67890312;0.080500;2.560;89.380;0.000000;158.43;;905;5509.00;1.12;0.92
Kepler-1073 b;1;8.67888593;0.080200;1.950;89.950;0.000000;104.88;;816;5741.00;0.83;0.91
Kepler-1073 b;1;;;2.301;;;128.55;;;5512.00;1.00;
Kepler-1073 c;1;4.02582434;0.048300;1.790;89.920;0.000000;440.08;;1169;5509.00;1.12;0.92
Kepler-1073 c;1;4.02582434;;;;;;;;5774.00;0.99;1.03
Kepler-1073 c;1;4.02582254;0.048000;1.380;89.950;0.000000;292.80;;1055;5741.00;0.83;0.91
Kepler-1073 c;1;4.02581966;;;;;;;;5774.00;0.99;1.03
Kepler-1073 c;1;4.02582254;0.048000;1.380;89.950;0.000000;292.80;;1055;5741.00;0.83;0.91
Kepler-1073 c;1;4.02582254;;1.640;;;;;;5792.00;1.00;1.00
Kepler-1073 c;1;;;1.605;;;357.08;;;5512.00;1.00;
Kepler-1073 c;1;4.02582254;0.048000;1.380;89.950;0.000000;292.80;;1055;5741.00;0.83;0.91
Kepler-1073 d;1;2.50475282;0.035200;1.480;89.080;0.000000;828.59;;1369;5509.00;1.12;0.92
Kepler-1073 d;1;2.50476003;;1.488;;;;;;5509.00;1.12;0.92
Kepler-1073 d;1;2.50475282;;;;;;;;5774.00;0.99;1.03
Kepler-1073 d;1;2.50475882;0.035000;1.160;85.940;0.000000;550.70;;1235;5741.00;0.83;0.91
Kepler-1073 d;1;2.50475882;0.035000;1.160;85.940;0.000000;550.70;;1235;5741.00;0.83;0.91
Kepler-1073 d;1;2.50475882;0.035000;1.160;85.940;0.000000;550.70;;1235;5741.00;0.83;0.91
Kepler-1074 b;1;5.94564846;;;;;;;;3917.00;0.60;0.59
Kepler-1074 b;1;;;1.178;;;27.57;;;3974.00;0.59;
Kepler-1074 b;1;5.94567800;0.053000;1.120;87.660;0.000000;;;568;4079.00;0.53;0.55
Kepler-1074 b;1;5.94566534;;1.250;;;;;;4002.00;0.57;0.60
Kepler-1074 b;1;5.94565516;;;;;;;;3917.00;0.60;0.59
Kepler-1074 b;1;5.94566534;0.053000;1.160;88.240;0.000000;21.26;;548;3900.00;0.54;0.56
Kepler-1074 b;1;5.94565516;0.053600;1.120;89.370;0.000000;24.71;;568;3974.00;0.56;0.58
Kepler-1074 b;1;5.94566534;0.053000;1.160;88.240;0.000000;21.26;;548;3900.00;0.54;0.56
Kepler-1074 b;1;5.94561378;;;;;;;;3917.00;0.60;0.59
Kepler-1074 b;1;5.94566534;0.053000;1.160;88.240;0.000000;21.26;;548;3900.00;0.54;0.56
Kepler-1075 b;1;1.52372816;0.021400;1.380;76.200;0.000000;130.37;;862;3900.00;0.54;0.56
Kepler-1075 b;1;1.52373073;;;;;;;;3945.00;0.59;0.58
Kepler-1075 b;1;1.52372816;0.021400;1.380;76.200;0.000000;130.37;;862;3900.00;0.54;0.56
Kepler-1075 b;1;1.52373073;0.020800;1.260;73.310;0.000000;105.95;;818;3746.00;0.51;0.52
Kepler-1075 b;1;1.52373200;0.021000;1.110;80.210;0.000000;;;890;4048.00;0.52;0.55
Kepler-1075 b;1;1.52372816;;1.420;;;;;;3959.00;0.54;0.56
Kepler-1075 b;1;;;1.471;;;143.97;;;3747.00;0.59;
Kepler-1075 b;1;1.52372816;0.021400;1.380;76.200;0.000000;130.37;;862;3900.00;0.54;0.56
Kepler-1076 b;1;6.14727918;0.061100;810;89.380;0.000000;83.12;;770;4996.00;0.75;0.81
Kepler-1076 b;1;6.14728341;;;;;;;;4871.59;0.73;
Kepler-1076 b;1;6.14731300;0.058000;830;88.240;0.000000;;;717;4790.00;0.67;0.69
Kepler-1076 b;1;6.14727918;0.061100;810;89.380;0.000000;83.12;;770;4996.00;0.75;0.81
Kepler-1076 b;1;6.14727918;;800;;;;;;4868.00;0.74;0.79
Kepler-1076 b;1;6.14727918;0.061100;810;89.380;0.000000;83.12;;770;4996.00;0.75;0.81
Kepler-1076 b;1;6.14728698;;;;;;;;4871.59;0.73;
Kepler-1076 b;1;6.14728341;0.061100;790;89.360;0.000000;83.18;;770;4997.00;0.75;0.81
Kepler-1077 b;1;34.35103985;;;;;;;;5699.38;1.03;1.02
Kepler-1077 b;1;34.35173000;0.211000;2.500;89.950;0.000000;;;574;6074.00;0.97;1.06
Kepler-1077 b;1;34.35118740;0.210100;2.640;88.810;0.000000;26.10;;576;6091.00;0.97;1.04
Kepler-1077 b;1;34.35113976;;;;;;;;5699.38;1.03;1.02
Kepler-1077 b;1;34.35118740;;2.770;;;;;;5816.00;1.02;1.02
Kepler-1077 b;1;34.35118740;0.210100;2.640;88.810;0.000000;26.10;;576;6091.00;0.97;1.04
Kepler-1077 b;1;34.35113390;;;;;;;;5699.38;1.03;1.02
Kepler-1077 b;1;34.35113390;0.210100;2.750;88.390;0.000000;26.10;;576;6091.00;0.97;1.04
Kepler-1077 b;1;;;2.797;;;26.93;;;6084.00;0.98;
Kepler-1077 b;1;34.35118740;0.210100;2.640;88.810;0.000000;26.10;;576;6091.00;0.97;1.04
Kepler-1078 b;1;3.00725242;;1.900;;;;;;5612.00;0.92;0.94
Kepler-1078 b;1;3.00725700;0.040000;1.570;77.920;0.000000;;;1158;5708.00;0.85;0.95
Kepler-1078 b;1;3.00725242;0.038700;1.610;72.190;0.000000;378.75;;1125;5674.00;0.78;0.85
Kepler-1078 b;1;3.00725068;0.038800;1.560;70.400;0.000000;373.99;;1122;5667.00;0.78;0.87
Kepler-1078 b;1;3.00725242;0.038700;1.610;72.190;0.000000;378.75;;1125;5674.00;0.78;0.85
Kepler-1078 b;1;3.00725068;;;;;;;;5422.86;2.02;0.94
Kepler-1078 b;1;;;3.867;;;2298.64;;;5675.00;1.93;
Kepler-1078 b;1;3.00725242;0.038700;1.610;72.190;0.000000;378.75;;1125;5674.00;0.78;0.85
Kepler-1079 b;1;13.24503482;0.109200;1.770;88.590;0.000000;146.31;;887;5636.00;1.39;0.99
Kepler-1079 b;1;13.24503188;;1.630;;;;;;5758.00;1.36;1.08
Kepler-1079 b;1;13.24514000;0.118000;2.870;89.380;0.000000;;;1097;5570.00;2.35;1.24
Kepler-1079 b;1;13.24500282;;;;;;;;5791.58;1.39;
Kepler-1079 b;1;13.24503482;;;;;;;;5791.58;1.39;
Kepler-1079 b;1;13.24507215;;;;;;;;5791.58;1.39;
Kepler-1079 b;1;13.24503188;0.123100;3.140;89.950;0.000000;416.84;;1152;5750.00;2.54;1.42
Kepler-1079 b;1;13.24503188;0.123100;3.140;89.950;0.000000;416.84;;1152;5750.00;2.54;1.42
Kepler-1079 b;1;13.24503188;0.123100;3.140;89.950;0.000000;416.84;;1152;5750.00;2.54;1.42
Kepler-1079 b;1;;;2.036;;;195.35;;;5641.00;1.60;
Kepler-108 b;2;49.18394185;0.282900;8.200;89.940;0.000000;47.40;;669;5626.00;2.06;1.25
Kepler-108 b;2;49.18394185;;;;;;;;5584.26;;
Kepler-108 b;2;49.18394922;;8.530;;;;;;5824.00;2.11;1.36
Kepler-108 b;2;49.18394922;0.293500;8.970;89.380;0.000000;58.63;;706;5854.00;2.19;1.38
Kepler-108 b;2;49.18431000;0.252000;3.900;88.810;0.000000;;;480;5632.00;0.94;0.89
Kepler-108 b;2;49.18354000;;9.560;;0.220000;;;;5584.26;;
Kepler-108 b;2;49.18395775;;;;;;;;5584.26;;
Kepler-108 b;2;49.18394922;0.293500;8.970;89.380;0.000000;58.63;;706;5854.00;2.19;1.38
Kepler-108 b;2;49.18392100;0.292000;8.650;;;;;;5854.00;2.19;
Kepler-108 b;2;49.18394922;0.293500;8.970;89.380;0.000000;58.63;;706;5854.00;2.19;1.38
Kepler-108 c;2;190.32140000;;8.230;;0.040000;;;;5584.26;;
Kepler-108 c;2;190.32084285;;;;;;;;5584.26;;
Kepler-108 c;2;190.32004680;0.697200;7.780;89.240;0.000000;7.80;;426;5626.00;2.06;1.25
Kepler-108 c;2;190.32349400;0.721000;8.180;;;;;;5854.00;2.19;
Kepler-108 c;2;190.32004680;;;;;;;;5584.26;;
Kepler-108 c;2;190.32180041;;;;;;;;5584.26;;
Kepler-108 c;2;190.32165640;0.723500;8.150;89.380;0.000000;9.65;;449;5854.00;2.19;1.38
Kepler-108 c;2;190.32165640;0.723500;8.150;89.380;0.000000;9.65;;449;5854.00;2.19;1.38
Kepler-108 c;2;190.32165640;0.723500;8.150;89.380;0.000000;9.65;;449;5854.00;2.19;1.38
Kepler-108 c;2;190.32165640;;7.800;;;;;;5824.00;2.11;1.36
Kepler-108 c;2;190.31340000;0.622000;3.400;89.380;0.000000;;;306;5632.00;0.94;0.89
Kepler-1080 b;1;77.25562525;;;;;;;;6578.02;2.07;1.37
Kepler-1080 b;1;77.25615317;;;;;;;;6578.02;2.07;1.37
Kepler-1080 b;1;77.25483960;0.379900;4.020;88.810;0.000000;23.59;;562;6549.00;1.44;1.23
Kepler-1080 b;1;;;5.963;;;55.45;;;6555.00;2.19;
Kepler-1080 b;1;77.25570000;0.366000;3.630;87.660;0.000000;;;473;6096.00;1.13;1.09
Kepler-1080 b;1;77.25507260;;;;;;;;6578.02;2.07;1.37
Kepler-1080 b;1;77.25483960;;3.280;;;;;;5956.00;1.16;1.10
Kepler-1080 b;1;77.25483960;0.379900;4.020;88.810;0.000000;23.59;;562;6549.00;1.44;1.23
Kepler-1080 b;1;77.25483960;0.379900;4.020;88.810;0.000000;23.59;;562;6549.00;1.44;1.23
Kepler-1080 b;1;77.25507260;0.378100;3.700;88.600;0.000000;21.37;;548;6564.00;1.36;1.21
Kepler-1081 b;1;3.85691855;0.046620;994;;;220.30;;;5273.00;0.83;0.91
Kepler-1081 b;1;;;957;;;225.22;;;5273.00;0.84;
Kepler-1081 b;1;3.85687400;0.047000;2.000;84.220;0.000000;;;1372;5413.00;1.55;0.91
Kepler-1081 b;1;3.85690686;;;;;;;;5180.78;0.87;0.88
Kepler-1081 b;1;3.85691855;0.047800;1.880;89.380;0.000000;869.91;;1385;5477.00;1.57;0.97
Kepler-1081 b;1;3.85690686;0.046600;930;87.900;0.000000;210.44;;972;5272.00;0.81;0.90
Kepler-1081 b;1;3.85690991;;;;;;;;5180.78;0.87;0.88
Kepler-1081 b;1;3.85691855;0.047800;1.880;89.380;0.000000;869.91;;1385;5477.00;1.57;0.97
Kepler-1081 b;1;3.85691855;;1.010;;;;;;5345.00;0.84;0.88
Kepler-1081 b;1;3.85691855;0.047800;1.880;89.380;0.000000;869.91;;1385;5477.00;1.57;0.97
Kepler-1082 b;1;1.54320541;;;;;;;;5875.51;1.39;1.06
Kepler-1082 b;1;1.54320660;;1.120;;;;;;5923.00;1.14;1.03
Kepler-1082 b;1;1.54320541;0.025700;1.230;87.260;0.000000;2636.85;;1827;5866.00;1.28;0.95
Kepler-1082 b;1;1.54319800;0.027000;1.020;71.050;0.000000;;;1630;6125.00;0.98;1.08
Kepler-1082 b;1;1.54321504;;;;;;;;5875.51;1.39;1.06
Kepler-1082 b;1;;;1.302;;;2949.56;;;5847.00;1.36;
Kepler-1082 b;1;1.54320660;0.025710;1.281;;;2833.90;;;5847.00;1.34;0.95
Kepler-1082 b;1;1.54320660;0.025500;800;89.950;0.000000;1312.20;;1535;6081.00;0.83;0.93
Kepler-1082 b;1;1.54320660;0.025500;800;89.950;0.000000;1312.20;;1535;6081.00;0.83;0.93
Kepler-1082 b;1;1.54320660;0.025500;800;89.950;0.000000;1312.20;;1535;6081.00;0.83;0.93
Kepler-1083 b;1;33.41779930;0.189800;3.220;88.240;0.000000;9.64;;449;5142.00;0.74;0.82
Kepler-1083 b;1;33.41773787;;;;;;;;4939.00;0.79;0.81
Kepler-1083 b;1;33.41762264;;;;;;;;4939.00;0.79;0.81
Kepler-1083 b;1;;;3.221;;;10.15;;;5139.00;0.77;
Kepler-1083 b;1;33.41779930;;3.360;;;;;;5049.00;0.77;0.81
Kepler-1083 b;1;33.41779930;0.189800;3.220;88.240;0.000000;9.64;;449;5142.00;0.74;0.82
Kepler-1083 b;1;33.41832000;0.188000;2.300;89.380;0.000000;;;436;5121.00;0.70;0.80
Kepler-1083 b;1;33.41779930;0.189800;3.220;88.240;0.000000;9.64;;449;5142.00;0.74;0.82
Kepler-1083 b;1;33.41781730;0.189900;3.130;88.080;0.000000;9.56;;448;5136.00;0.74;0.83
Kepler-1083 b;1;33.41781730;;;;;;;;4939.00;0.79;0.81
Kepler-1084 b;1;2.05334189;0.032400;1.440;61.500;0.000000;2154.14;;1737;6084.00;1.36;1.08
Kepler-1084 b;1;2.05333679;;1.110;;;;;;6113.00;1.28;1.12
Kepler-1084 b;1;2.05334189;;;;;;;;5704.31;1.37;1.02
Kepler-1084 b;1;2.05335200;0.034000;1.420;78.500;0.000000;;;1904;6422.00;1.54;1.24
Kepler-1084 b;1;2.05333679;0.031600;1.140;87.090;0.000000;2823.41;;1859;6403.00;1.37;0.99
Kepler-1084 b;1;;;1.300;;;1766.59;;;6087.00;1.23;
Kepler-1084 b;1;2.05333679;0.031600;1.140;87.090;0.000000;2823.41;;1859;6403.00;1.37;0.99
Kepler-1084 b;1;2.05333679;0.031600;1.140;87.090;0.000000;2823.41;;1859;6403.00;1.37;0.99
Kepler-1085 b;1;219.32155620;0.739100;6.110;89.900;0.000000;2.27;;313;6063.00;1.01;1.12
Kepler-1085 b;1;219.32175280;0.733610;6.334;;;2.00;;;5856.00;1.00;1.09
Kepler-1085 b;1;219.32155620;;;;;;;;5816.00;1.08;1.05
Kepler-1085 b;1;219.32175280;;7.220;;;;;;6000.00;1.14;1.11
Kepler-1085 b;1;219.32137078;;;;;;;;5816.00;1.08;1.05
Kepler-1085 b;1;;;6.228;;;2.06;;;5856.00;1.03;
Kepler-1085 b;1;219.32175280;0.739100;6.430;89.950;0.000000;2.27;;313;6063.00;1.01;1.12
Kepler-1085 b;1;219.32175280;0.739100;6.430;89.950;0.000000;2.27;;313;6063.00;1.01;1.12
Kepler-1085 b;1;219.32158692;;;;;;;;5816.00;1.08;1.05
Kepler-1085 b;1;219.32175280;0.739100;6.430;89.950;0.000000;2.27;;313;6063.00;1.01;1.12
Kepler-1085 c;1;56.77698310;0.300200;3.210;89.150;0.000000;13.74;;491;6063.00;1.01;1.12
Kepler-1085 c;1;56.77656132;;;;;;;;5816.00;1.08;1.05
Kepler-1085 c;1;56.77698310;;;;;;;;5816.00;1.08;1.05
Kepler-1085 c;1;56.77710000;;3.268;;;;;;5816.00;1.08;1.05
Kepler-1085 c;1;56.77722900;0.300200;3.120;89.950;0.000000;13.74;;491;6063.00;1.01;1.12
Kepler-1085 c;1;56.77722900;0.297980;3.078;;;11.80;;;5856.00;1.00;1.09
Kepler-1085 c;1;56.77673000;0.294000;2.920;89.950;0.000000;;;480;6052.00;0.95;1.05
Kepler-1085 c;1;56.77722900;0.300200;3.120;89.950;0.000000;13.74;;491;6063.00;1.01;1.12
Kepler-1085 c;1;56.77722900;0.300200;3.120;89.950;0.000000;13.74;;491;6063.00;1.01;1.12
Kepler-1086 b;2;18.78429232;;;;;;;;4484.48;0.62;0.70
Kepler-1086 b;2;18.78425728;;2.440;;;;;;4350.00;0.66;0.70
Kepler-1086 b;2;18.78415332;;;;;;;;4484.48;0.62;0.70
Kepler-1086 b;2;18.78422423;;;;;;;;4484.48;0.62;0.70
Kepler-1086 b;2;18.78425728;0.118300;2.270;88.810;0.000000;7.02;;415;4137.00;0.61;0.62
Kepler-1086 b;2;;;2.239;;;9.16;;;4244.00;0.67;
Kepler-1086 b;2;18.78425728;0.118300;2.270;88.810;0.000000;7.02;;415;4137.00;0.61;0.62
Kepler-1086 b;2;18.78429232;0.119800;2.140;88.970;0.000000;8.30;;433;4243.00;0.64;0.65
Kepler-1086 b;2;18.78423000;0.116000;1.730;88.810;0.000000;;;420;4317.00;0.56;0.59
Kepler-1086 b;2;18.78425728;0.118300;2.270;88.810;0.000000;7.02;;415;4137.00;0.61;0.62
Kepler-1086 c;2;161.51633450;0.496400;2.740;89.950;0.000000;0.40;;203;4137.00;0.61;0.62
Kepler-1086 c;2;161.51633450;;2.940;;;;;;4350.00;0.66;0.70
Kepler-1086 c;2;161.51561700;;;;;;;;4484.48;0.62;0.70
Kepler-1086 c;2;;;3.022;;;0.52;;;4244.00;0.67;
Kepler-1086 c;2;161.51633450;0.496400;2.740;89.950;0.000000;0.40;;203;4137.00;0.61;0.62
Kepler-1086 c;2;161.51561700;0.503000;2.880;90.000;0.000000;0.47;;211;4243.00;0.64;0.65
Kepler-1086 c;2;161.51633450;0.496400;2.740;89.950;0.000000;0.40;;203;4137.00;0.61;0.62
Kepler-1086 c;2;161.51525984;;;;;;;;4484.48;0.62;0.70
Kepler-1086 c;2;161.51541918;;;;;;;;4484.48;0.62;0.70
Kepler-1087 b;1;0.69384285;0.015400;820;89.380;0.000000;4912.96;;2135;5582.00;1.16;1.00
Kepler-1087 b;1;0.69384285;;610;;;;;;5589.00;0.94;0.96
Kepler-1087 b;1;;;676;;;3496.49;;;5476.00;0.97;
Kepler-1087 b;1;0.69384285;0.015540;683;;;3128.00;;;5476.00;0.97;1.04
Kepler-1087 b;1;0.69385210;0.014000;660;73.340;0.000000;;;1950;5434.00;0.93;0.82
Kepler-1087 b;1;0.69384266;0.014800;830;86.590;0.000000;5182.78;;2161;5457.00;1.20;0.90
Kepler-1087 b;1;0.69384285;0.015400;820;89.380;0.000000;4912.96;;2135;5582.00;1.16;1.00
Kepler-1087 b;1;0.69384266;;;;;;;;5267.04;1.07;0.90
Kepler-1087 b;1;0.69384285;0.015400;820;89.380;0.000000;4912.96;;2135;5582.00;1.16;1.00
Kepler-1087 b;1;0.69384424;;;;;;;;5267.04;1.07;0.90
Kepler-1088 b;1;23.12741710;0.160200;1.440;88.310;0.000000;46.89;;667;5865.00;1.07;1.02
Kepler-1088 b;1;23.12748644;0.161630;1.298;;;43.40;;;5943.00;1.01;1.05
Kepler-1088 b;1;;;1.372;;;44.89;;;5943.00;1.01;
Kepler-1088 b;1;23.12744728;;;;;;;;5864.52;1.07;1.06
Kepler-1088 b;1;23.12748644;;1.420;;;;;;5975.00;1.08;1.08
Kepler-1088 b;1;23.12732952;;;;;;;;5864.52;1.07;1.06
Kepler-1088 b;1;23.12741710;;;;;;;;5864.52;1.07;1.06
Kepler-1088 b;1;23.12748644;0.159300;1.360;89.380;0.000000;48.26;;672;5930.00;1.05;1.01
Kepler-1088 b;1;23.12760000;0.165000;1.600;89.380;0.000000;;;765;6223.00;1.28;1.11
Kepler-1088 b;1;23.12748644;0.159300;1.360;89.380;0.000000;48.26;;672;5930.00;1.05;1.01
Kepler-1088 b;1;23.12748644;0.159300;1.360;89.380;0.000000;48.26;;672;5930.00;1.05;1.01
Kepler-1089 b;1;;;1.644;;;26.27;;;3889.00;0.56;
Kepler-1089 b;1;5.13248562;;1.830;;;;;;3753.00;0.49;0.52
Kepler-1089 b;1;5.13248562;0.046600;1.850;86.520;0.000000;18.83;;531;3688.00;0.50;0.51
Kepler-1089 b;1;5.13248612;0.049700;1.690;89.540;0.000000;27.41;;584;3879.00;0.58;0.62
Kepler-1089 b;1;5.13235321;;;;;;;;3672.00;0.55;0.55
Kepler-1089 b;1;5.13248612;;;;;;;;3672.00;0.55;0.55
Kepler-1089 b;1;5.13248562;0.046600;1.850;86.520;0.000000;18.83;;531;3688.00;0.50;0.51
Kepler-1089 b;1;5.13254100;0.045000;1.500;87.660;0.000000;;;562;3834.00;0.50;0.46
Kepler-1089 b;1;5.13248562;0.046600;1.850;86.520;0.000000;18.83;;531;3688.00;0.50;0.51
Kepler-1089 b;1;5.13248544;;;;;;;;3672.00;0.55;0.55
Kepler-109 b;1;6.48163307;;;;;;;;5953.00;1.40;1.09
Kepler-109 b;1;6.48162809;0.069000;2.290;89.380;0.000000;412.93;;1150;5952.00;1.32;1.04
Kepler-109 b;1;6.48162710;;;;;;;;5953.00;1.40;1.09
Kepler-109 b;1;6.48162809;0.068630;2.329;;;420.40;;;5917.00;1.34;1.02
Kepler-109 b;1;;;2.636;;;432.33;;;5917.00;1.35;
Kepler-109 b;1;6.48163700;;2.338;;0.210000;;;;5953.00;1.40;1.09
Kepler-109 b;1;6.48162809;;2.370;;;;;;6000.00;1.36;1.10
Kepler-109 b;1;6.48163000;;2.370;;;;;;5952.00;1.32;1.04
Kepler-109 b;1;6.48162809;0.069000;2.290;89.380;0.000000;412.93;;1150;5952.00;1.32;1.04
Kepler-109 b;1;6.48163070;0.070100;2.490;87.060;0.110000;442.00;1.600;1276;5950.00;1.39;1.09
Kepler-109 b;1;6.48163307;0.068300;2.540;83.800;0.000000;406.25;;1145;5945.00;1.30;1.01
Kepler-109 b;1;6.48167400;0.069000;2.640;87.090;0.000000;;;1181;5871.00;1.43;1.06
Kepler-109 b;1;6.48162809;0.069000;2.290;89.380;0.000000;412.93;;1150;5952.00;1.32;1.04
Kepler-109 b;1;6.48162809;0.068597;2.329;;0.000000;;1.536;;;;1.02
Kepler-109 b;1;6.48163077;;;;;;;;5953.00;1.40;1.09
Kepler-109 c;1;21.22258525;;2.520;;;;;;6000.00;1.36;1.10
Kepler-109 c;1;21.22265000;0.154600;2.650;89.630;0.098000;91.00;1.800;859;5950.00;1.39;1.09
Kepler-109 c;1;21.22258525;0.152100;2.500;89.950;0.000000;84.98;;774;5952.00;1.32;1.04
Kepler-109 c;1;21.22258525;0.152100;2.500;89.950;0.000000;84.98;;774;5952.00;1.32;1.04
Kepler-109 c;1;21.22258525;0.151330;2.539;;;86.50;;;5917.00;1.34;1.02
Kepler-109 c;1;21.22258525;0.151256;2.539;;0.000000;;399;;;;1.02
Kepler-109 c;1;21.22258525;0.152100;2.500;89.950;0.000000;84.98;;774;5952.00;1.32;1.04
Kepler-109 c;1;21.22261195;;;;;;;;5953.00;1.40;1.09
Kepler-109 c;1;;;2.581;;;88.92;;;5917.00;1.35;
Kepler-109 c;1;21.22262000;;2.634;;0.030000;;;;5953.00;1.40;1.09
Kepler-109 c;1;21.22263519;;;;;;;;5953.00;1.40;1.09
